accession	family	genus	species	fasta_obtained	json_obtained	eggnog_obtained	fasta_file_name
GCF_011057975.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp011057975	FALSE	FALSE	FALSE	NA
GCA_002707985.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp002707985	FALSE	FALSE	FALSE	NA
GCF_003171655.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas portus	FALSE	FALSE	FALSE	NA
GCF_014199335.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sediminis	FALSE	FALSE	FALSE	NA
GCF_004361835.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas pacifica	FALSE	FALSE	FALSE	NA
GCA_018122655.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp018122655	FALSE	FALSE	FALSE	NA
GCF_900199185.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas guangdongensis	FALSE	FALSE	FALSE	NA
GCA_016937575.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas aeriglobus	FALSE	FALSE	FALSE	NA
GCF_001421785.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp001421785	FALSE	FALSE	FALSE	NA
GCF_003590775.1	f__Sphingomonadaceae	g__Sphingobium_A	s__Sphingobium_A sp003590775	FALSE	FALSE	FALSE	NA
GCF_014199215.1	f__Sphingomonadaceae	g__Sphingobium_A	s__Sphingobium_A boeckii	FALSE	FALSE	FALSE	NA
GCF_000420305.1	f__Sphingomonadaceae	g__Novosphingopyxis	s__Novosphingopyxis baekryungensis	FALSE	FALSE	FALSE	NA
GCF_014334095.1	f__Sphingomonadaceae	g__Novosphingopyxis	s__Novosphingopyxis sp002683755	FALSE	FALSE	FALSE	NA
GCF_001889025.1	f__Sphingomonadaceae	g__Sphingorhabdus_B	s__Sphingorhabdus_B sp001889025	FALSE	FALSE	FALSE	NA
GCA_012032285.1	f__Sphingomonadaceae	g__Sphingorhabdus_B	s__Sphingorhabdus_B sp012032285	FALSE	FALSE	FALSE	NA
GCA_016742125.1	f__Sphingomonadaceae	g__Sphingorhabdus_B	s__Sphingorhabdus_B sp016742125	FALSE	FALSE	FALSE	NA
GCF_009769755.1	f__Sphingomonadaceae	g__Sphingorhabdus_B	s__Sphingorhabdus_B profundilacus	FALSE	FALSE	FALSE	NA
GCF_007280415.1	f__Sphingomonadaceae	g__Sphingorhabdus_B	s__Sphingorhabdus_B contaminans	FALSE	FALSE	FALSE	NA
GCA_013823985.1	f__Sphingomonadaceae	g__Sphingorhabdus_B	s__Sphingorhabdus_B sp013823985	FALSE	FALSE	FALSE	NA
GCF_009768975.1	f__Sphingomonadaceae	g__Sphingorhabdus_B	s__Sphingorhabdus_B lacus	FALSE	FALSE	FALSE	NA
GCA_001464315.1	f__Sphingomonadaceae	g__Sphingorhabdus_B	s__Sphingorhabdus_B sp001464315	FALSE	FALSE	FALSE	NA
GCA_002255985.1	f__Sphingomonadaceae	g__Sphingorhabdus_B	s__Sphingorhabdus_B sp002255985	FALSE	FALSE	FALSE	NA
GCA_002282385.1	f__Sphingomonadaceae	g__Sphingorhabdus_B	s__Sphingorhabdus_B sp002282385	FALSE	FALSE	FALSE	NA
GCA_002299195.1	f__Sphingomonadaceae	g__Sphingorhabdus_B	s__Sphingorhabdus_B sp002299195	FALSE	FALSE	FALSE	NA
GCA_002479765.1	f__Sphingomonadaceae	g__Sphingorhabdus_B	s__Sphingorhabdus_B sp002479765	FALSE	FALSE	FALSE	NA
GCF_014196595.1	f__Sphingomonadaceae	g__Sphingorhabdus_B	s__Sphingorhabdus_B rigui	FALSE	FALSE	FALSE	NA
GCA_002278855.1	f__Sphingomonadaceae	g__Sphingorhabdus_B	s__Sphingorhabdus_B sp002278855	FALSE	FALSE	FALSE	NA
GCA_903821685.1	f__Sphingomonadaceae	g__Sphingorhabdus_B	s__Sphingorhabdus_B sp903821685	FALSE	FALSE	FALSE	NA
GCA_002299895.1	f__Sphingomonadaceae	g__Sphingorhabdus_B	s__Sphingorhabdus_B sp002299895	FALSE	FALSE	FALSE	NA
GCA_903868245.1	f__Sphingomonadaceae	g__Sphingorhabdus_B	s__Sphingorhabdus_B sp903868245	FALSE	FALSE	FALSE	NA
GCF_003933235.1	f__Sphingomonadaceae	g__Sphingorhabdus_B	s__Sphingorhabdus_B wooponensis	FALSE	FALSE	FALSE	NA
GCA_016462305.1	f__Sphingomonadaceae	g__Sphingorhabdus_B	s__Sphingorhabdus_B sp016462305	FALSE	FALSE	FALSE	NA
GCA_013297725.1	f__Sphingomonadaceae	g__Sphingorhabdus_B	s__Sphingorhabdus_B sp013297725	FALSE	FALSE	FALSE	NA
GCA_016707885.1	f__Sphingomonadaceae	g__Sphingorhabdus_B	s__Sphingorhabdus_B sp016707885	FALSE	FALSE	FALSE	NA
GCF_003367235.1	f__Sphingomonadaceae	g__Sphingorhabdus_B	s__Sphingorhabdus_B sp003367235	FALSE	FALSE	FALSE	NA
GCA_016720115.1	f__Sphingomonadaceae	g__Sphingorhabdus_B	s__Sphingorhabdus_B sp016720115	FALSE	FALSE	FALSE	NA
GCA_017987825.1	f__Sphingomonadaceae	g__Sphingorhabdus_B	s__Sphingorhabdus_B sp017987825	FALSE	FALSE	FALSE	NA
GCA_016721875.1	f__Sphingomonadaceae	g__Sphingorhabdus_B	s__Sphingorhabdus_B sp016721875	FALSE	FALSE	FALSE	NA
GCF_003201955.1	f__Sphingomonadaceae	g__Blastomonas	s__Blastomonas natatoria	FALSE	FALSE	FALSE	NA
GCA_001555775.1	f__Sphingomonadaceae	g__Blastomonas	s__Blastomonas delafieldii_A	FALSE	FALSE	FALSE	NA
GCA_000503195.1	f__Sphingomonadaceae	g__Blastomonas	s__Blastomonas sp000503195	FALSE	FALSE	FALSE	NA
GCF_013607875.1	f__Sphingomonadaceae	g__Blastomonas	s__Blastomonas ursincola	FALSE	FALSE	FALSE	NA
GCF_000331245.1	f__Sphingomonadaceae	g__Blastomonas	s__Blastomonas sp000331245	FALSE	FALSE	FALSE	NA
GCF_000786215.1	f__Sphingomonadaceae	g__Blastomonas	s__Blastomonas sp000786215	FALSE	FALSE	FALSE	NA
GCF_003431825.1	f__Sphingomonadaceae	g__Blastomonas	s__Blastomonas fulva	FALSE	FALSE	FALSE	NA
GCF_014639875.1	f__Sphingomonadaceae	g__Blastomonas	s__Blastomonas aquatica	FALSE	FALSE	FALSE	NA
GCF_900537065.1	f__Sphingomonadaceae	g__Alg239-R122	s__Alg239-R122 sp900537065	FALSE	FALSE	FALSE	NA
GCF_900128895.1	f__Sphingomonadaceae	g__Parasphingorhabdus	s__Parasphingorhabdus marina	FALSE	FALSE	FALSE	NA
GCF_012516475.1	f__Sphingomonadaceae	g__Parasphingorhabdus	s__Parasphingorhabdus sp012516475	FALSE	FALSE	FALSE	NA
GCA_001650955.1	f__Sphingomonadaceae	g__Parasphingorhabdus	s__Parasphingorhabdus sp001650955	FALSE	FALSE	FALSE	NA
GCA_905479715.1	f__Sphingomonadaceae	g__Parasphingorhabdus	s__Parasphingorhabdus sp905479715	FALSE	FALSE	FALSE	NA
GCF_013371215.1	f__Sphingomonadaceae	g__Parasphingorhabdus	s__Parasphingorhabdus flavimaris	FALSE	FALSE	FALSE	NA
GCF_001586275.1	f__Sphingomonadaceae	g__Parasphingorhabdus	s__Parasphingorhabdus sp001586275	FALSE	FALSE	FALSE	NA
GCA_013204445.1	f__Sphingomonadaceae	g__Parasphingorhabdus	s__Parasphingorhabdus sp013204445	FALSE	FALSE	FALSE	NA
GCA_002354635.1	f__Sphingomonadaceae	g__Parasphingorhabdus	s__Parasphingorhabdus sp002354635	FALSE	FALSE	FALSE	NA
GCA_002733865.1	f__Sphingomonadaceae	g__Parasphingorhabdus	s__Parasphingorhabdus sp002733865	FALSE	FALSE	FALSE	NA
GCA_002783865.1	f__Sphingomonadaceae	g__Parasphingorhabdus	s__Parasphingorhabdus sp002783865	FALSE	FALSE	FALSE	NA
GCA_018067055.1	f__Sphingomonadaceae	g__Parasphingorhabdus	s__Parasphingorhabdus sp018067055	FALSE	FALSE	FALSE	NA
GCF_002776575.1	f__Sphingomonadaceae	g__Parasphingorhabdus	s__Parasphingorhabdus sp002776575	FALSE	FALSE	FALSE	NA
GCF_002218195.1	f__Sphingomonadaceae	g__Parasphingorhabdus	s__Parasphingorhabdus sp002218195	FALSE	FALSE	FALSE	NA
GCF_902506555.1	f__Sphingomonadaceae	g__Parasphingorhabdus	s__Parasphingorhabdus sp902506555	FALSE	FALSE	FALSE	NA
GCA_015478735.1	f__Sphingomonadaceae	g__Parasphingorhabdus	s__Parasphingorhabdus sp015478735	FALSE	FALSE	FALSE	NA
GCF_017498565.1	f__Sphingomonadaceae	g__Parasphingorhabdus	s__Parasphingorhabdus sp017498565	FALSE	FALSE	FALSE	NA
GCA_900149705.1	f__Sphingomonadaceae	g__Parasphingorhabdus	s__Parasphingorhabdus sp900149705	FALSE	FALSE	FALSE	NA
GCF_900258045.1	f__Sphingomonadaceae	g__Parasphingorhabdus	s__Parasphingorhabdus sp900258045	FALSE	FALSE	FALSE	NA
GCF_016745095.1	f__Sphingomonadaceae	g__Croceicoccus	s__Croceicoccus sp016745095	FALSE	FALSE	FALSE	NA
GCF_001661965.1	f__Sphingomonadaceae	g__Croceicoccus	s__Croceicoccus mobilis	FALSE	FALSE	FALSE	NA
GCA_002694745.1	f__Sphingomonadaceae	g__Croceicoccus	s__Croceicoccus sp002694745	FALSE	FALSE	FALSE	NA
GCF_001661675.2	f__Sphingomonadaceae	g__Croceicoccus	s__Croceicoccus marinus	FALSE	FALSE	FALSE	NA
GCF_001028705.1	f__Sphingomonadaceae	g__Croceicoccus	s__Croceicoccus naphthovorans	FALSE	FALSE	FALSE	NA
GCF_007570835.1	f__Sphingomonadaceae	g__Croceicoccus	s__Croceicoccus sediminis	FALSE	FALSE	FALSE	NA
GCF_001661915.1	f__Sphingomonadaceae	g__Croceicoccus	s__Croceicoccus pelagius	FALSE	FALSE	FALSE	NA
GCF_018398395.1	f__Sphingomonadaceae	g__Croceicoccus	s__Croceicoccus sp018398395	FALSE	FALSE	FALSE	NA
GCF_001634625.1	f__Sphingomonadaceae	g__Croceicoccus	s__Croceicoccus bisphenolivorans	FALSE	FALSE	FALSE	NA
GCF_004004515.1	f__Sphingomonadaceae	g__Croceicoccus	s__Croceicoccus ponticola	FALSE	FALSE	FALSE	NA
GCF_001625325.1	f__Sphingomonadaceae	g__Caenibius	s__Caenibius estronivorus	FALSE	FALSE	FALSE	NA
GCF_003860345.1	f__Sphingomonadaceae	g__Caenibius	s__Caenibius tardaugens	FALSE	FALSE	FALSE	NA
GCA_017744735.1	f__Sphingomonadaceae	g__Caenibius	s__Caenibius sp017744735	FALSE	FALSE	FALSE	NA
GCA_001898545.1	f__Sphingomonadaceae	g__Caenibius	s__Caenibius sp001898545	FALSE	FALSE	FALSE	NA
GCF_001305965.1	f__Sphingomonadaceae	g__Caenibius	s__Caenibius sp001305965	FALSE	FALSE	FALSE	NA
GCF_009827435.1	f__Sphingomonadaceae	g__Croceibacterium	s__Croceibacterium salegens	FALSE	FALSE	FALSE	NA
GCF_009828065.1	f__Sphingomonadaceae	g__Croceibacterium	s__Croceibacterium soli	FALSE	FALSE	FALSE	NA
GCF_011320115.1	f__Sphingomonadaceae	g__Croceibacterium	s__Croceibacterium segetis	FALSE	FALSE	FALSE	NA
GCA_002279825.1	f__Sphingomonadaceae	g__Croceibacterium	s__Croceibacterium sp002279825	FALSE	FALSE	FALSE	NA
GCA_017308255.1	f__Sphingomonadaceae	g__Croceibacterium	s__Croceibacterium sp001897135	FALSE	FALSE	FALSE	NA
GCF_018599195.1	f__Sphingomonadaceae	g__Croceibacterium	s__Croceibacterium sp018599195	FALSE	FALSE	FALSE	NA
GCA_017744315.1	f__Sphingomonadaceae	g__Croceibacterium	s__Croceibacterium sp017744315	FALSE	FALSE	FALSE	NA
GCF_001427865.1	f__Sphingomonadaceae	g__Croceibacterium	s__Croceibacterium sp001427865	FALSE	FALSE	FALSE	NA
GCF_000802385.1	f__Sphingomonadaceae	g__Croceibacterium	s__Croceibacterium mercuriale	FALSE	FALSE	FALSE	NA
GCF_003660445.1	f__Sphingomonadaceae	g__Croceibacterium	s__Croceibacterium ferulae	FALSE	FALSE	FALSE	NA
GCA_001683845.1	f__Sphingomonadaceae	g__Croceibacterium	s__Croceibacterium sp001683845	FALSE	FALSE	FALSE	NA
GCA_014359685.1	f__Sphingomonadaceae	g__Croceibacterium	s__Croceibacterium sp014359685	FALSE	FALSE	FALSE	NA
GCF_009827305.1	f__Sphingomonadaceae	g__Croceibacterium	s__Croceibacterium xixiisoli	FALSE	FALSE	FALSE	NA
GCF_001008165.2	f__Sphingomonadaceae	g__Croceibacterium	s__Croceibacterium atlanticum	FALSE	FALSE	FALSE	NA
GCF_003569745.1	f__Sphingomonadaceae	g__Croceibacterium	s__Croceibacterium sp003569745	FALSE	FALSE	FALSE	NA
GCF_009827575.1	f__Sphingomonadaceae	g__Alteriqipengyuania_A	s__Alteriqipengyuania_A halimionae	FALSE	FALSE	FALSE	NA
GCF_014641655.1	f__Sphingomonadaceae	g__Alteriqipengyuania_A	s__Alteriqipengyuania_A marina	FALSE	FALSE	FALSE	NA
GCF_004114695.1	f__Sphingomonadaceae	g__Parerythrobacter	s__Parerythrobacter sp004114695	FALSE	FALSE	FALSE	NA
GCF_005434975.1	f__Sphingomonadaceae	g__Parerythrobacter	s__Parerythrobacter lutipelagi	FALSE	FALSE	FALSE	NA
GCA_004282995.1	f__Sphingomonadaceae	g__Altererythrobacter_D	s__Altererythrobacter_D sp004282995	FALSE	FALSE	FALSE	NA
GCF_000013005.1	f__Sphingomonadaceae	g__Altererythrobacter_D	s__Altererythrobacter_D litoralis_A	FALSE	FALSE	FALSE	NA
GCA_011524425.1	f__Sphingomonadaceae	g__Erythrobacter	s__Erythrobacter sp011524425	FALSE	FALSE	FALSE	NA
GCF_013371495.1	f__Sphingomonadaceae	g__Erythrobacter	s__Erythrobacter sp013371495	FALSE	FALSE	FALSE	NA
GCF_001542875.1	f__Sphingomonadaceae	g__Erythrobacter	s__Erythrobacter sp001542875	FALSE	FALSE	FALSE	NA
GCA_900149685.1	f__Sphingomonadaceae	g__Erythrobacter	s__Erythrobacter sp900149685	FALSE	FALSE	FALSE	NA
GCA_013214365.1	f__Sphingomonadaceae	g__Erythrobacter	s__Erythrobacter sp013214365	FALSE	FALSE	FALSE	NA
GCF_000715015.1	f__Sphingomonadaceae	g__Erythrobacter	s__Erythrobacter longus	FALSE	FALSE	FALSE	NA
GCF_000152865.1	f__Sphingomonadaceae	g__Erythrobacter	s__Erythrobacter sp000152865	FALSE	FALSE	FALSE	NA
GCF_003264115.1	f__Sphingomonadaceae	g__Erythrobacter	s__Erythrobacter sp003264115	FALSE	FALSE	FALSE	NA
GCA_000714765.1	f__Sphingomonadaceae	g__Erythrobacter	s__Erythrobacter sp000714765	FALSE	FALSE	FALSE	NA
GCA_002706445.1	f__Sphingomonadaceae	g__Erythrobacter	s__Erythrobacter sp002706445	FALSE	FALSE	FALSE	NA
GCF_009363635.1	f__Sphingomonadaceae	g__Erythrobacter	s__Erythrobacter sp009363635	FALSE	FALSE	FALSE	NA
GCA_019204025.1	f__Sphingomonadaceae	g__Erythrobacter	s__Erythrobacter sp019204025	FALSE	FALSE	FALSE	NA
GCF_014705715.1	f__Sphingomonadaceae	g__Erythrobacter	s__Erythrobacter sp014705715	FALSE	FALSE	FALSE	NA
GCA_019204045.1	f__Sphingomonadaceae	g__Erythrobacter	s__Erythrobacter sp019204045	FALSE	FALSE	FALSE	NA
GCF_007004095.1	f__Sphingomonadaceae	g__Erythrobacter	s__Erythrobacter insulae	FALSE	FALSE	FALSE	NA
GCF_018205975.1	f__Sphingomonadaceae	g__Erythrobacter	s__Erythrobacter sp018205975	FALSE	FALSE	FALSE	NA
GCF_900105095.1	f__Sphingomonadaceae	g__Erythrobacter	s__Erythrobacter sp900105095	FALSE	FALSE	FALSE	NA
GCA_011765465.1	f__Sphingomonadaceae	g__Erythrobacter	s__Erythrobacter sp011765465	FALSE	FALSE	FALSE	NA
GCF_001719165.1	f__Sphingomonadaceae	g__Erythrobacter	s__Erythrobacter litoralis	FALSE	FALSE	FALSE	NA
GCA_011054555.1	f__Sphingomonadaceae	g__Erythrobacter	s__Erythrobacter sp011054555	FALSE	FALSE	FALSE	NA
GCA_903934325.1	f__Sphingomonadaceae	g__Erythrobacter	s__Erythrobacter sp903934325	FALSE	FALSE	FALSE	NA
GCF_001720465.1	f__Sphingomonadaceae	g__Erythrobacter	s__Erythrobacter sp001720465	FALSE	FALSE	FALSE	NA
GCF_002215495.1	f__Sphingomonadaceae	g__Erythrobacter	s__Erythrobacter sp002215495	FALSE	FALSE	FALSE	NA
GCF_002952215.1	f__Sphingomonadaceae	g__Erythrobacter	s__Erythrobacter sp002952215	FALSE	FALSE	FALSE	NA
GCF_001557325.1	f__Sphingomonadaceae	g__Erythrobacter	s__Erythrobacter donghaensis_B	FALSE	FALSE	FALSE	NA
GCA_013822695.1	f__Sphingomonadaceae	g__Erythrobacter	s__Erythrobacter sp013822695	FALSE	FALSE	FALSE	NA
GCA_013911835.1	f__Sphingomonadaceae	g__Erythrobacter	s__Erythrobacter sp013911835	FALSE	FALSE	FALSE	NA
GCF_000331285.1	f__Sphingomonadaceae	g__Erythrobacter	s__Erythrobacter sp000331285	FALSE	FALSE	FALSE	NA
GCF_001557115.1	f__Sphingomonadaceae	g__Erythrobacter	s__Erythrobacter sp001557115	FALSE	FALSE	FALSE	NA
GCA_018991295.1	f__Sphingomonadaceae	g__Erythrobacter	s__Erythrobacter sp018991295	FALSE	FALSE	FALSE	NA
GCF_002155685.1	f__Sphingomonadaceae	g__Erythrobacter	s__Erythrobacter colymbi	FALSE	FALSE	FALSE	NA
GCF_002155425.1	f__Sphingomonadaceae	g__Erythrobacter	s__Erythrobacter donghaensis	FALSE	FALSE	FALSE	NA
GCF_006542605.1	f__Sphingomonadaceae	g__Erythrobacter	s__Erythrobacter sp006542605	FALSE	FALSE	FALSE	NA
GCA_001556995.1	f__Sphingomonadaceae	g__Erythrobacter	s__Erythrobacter sp001556995	FALSE	FALSE	FALSE	NA
GCA_004292705.1	f__Sphingomonadaceae	g__Erythrobacter	s__Erythrobacter sp004292705	FALSE	FALSE	FALSE	NA
GCA_009995225.1	f__Sphingomonadaceae	g__Erythrobacter	s__Erythrobacter sp009995225	FALSE	FALSE	FALSE	NA
GCF_002855495.1	f__Sphingomonadaceae	g__Erythrobacter	s__Erythrobacter sp002855495	FALSE	FALSE	FALSE	NA
GCF_009828055.1	f__Sphingomonadaceae	g__Erythrobacter	s__Erythrobacter ramosus	FALSE	FALSE	FALSE	NA
GCA_002482865.1	f__Sphingomonadaceae	g__Erythrobacter	s__Erythrobacter sp002482865	FALSE	FALSE	FALSE	NA
GCF_009905735.1	f__Sphingomonadaceae	g__Erythrobacter	s__Erythrobacter sp009905735	FALSE	FALSE	FALSE	NA
GCA_003724185.1	f__Sphingomonadaceae	g__Erythrobacter	s__Erythrobacter sp003724185	FALSE	FALSE	FALSE	NA
GCF_001296025.1	f__Sphingomonadaceae	g__Erythrobacter	s__Erythrobacter sp001296025	FALSE	FALSE	FALSE	NA
GCF_000744895.1	f__Sphingomonadaceae	g__Erythrobacter	s__Erythrobacter sp000744895	FALSE	FALSE	FALSE	NA
GCF_900143235.1	f__Sphingomonadaceae	g__Erythrobacter	s__Erythrobacter sanguineus	FALSE	FALSE	FALSE	NA
GCA_001464915.1	f__Sphingomonadaceae	g__Erythrobacter	s__Erythrobacter sp001464915	FALSE	FALSE	FALSE	NA
GCA_002842925.1	f__Sphingomonadaceae	g__Erythrobacter	s__Erythrobacter sp002842925	FALSE	FALSE	FALSE	NA
GCA_002842735.1	f__Sphingomonadaceae	g__Erythrobacter	s__Erythrobacter sp002842735	FALSE	FALSE	FALSE	NA
GCA_018830415.1	f__Sphingomonadaceae	g__Erythrobacter	s__Erythrobacter sp018830415	FALSE	FALSE	FALSE	NA
GCF_001663175.1	f__Sphingomonadaceae	g__Erythrobacter	s__Erythrobacter neustonensis	FALSE	FALSE	FALSE	NA
GCF_002155695.1	f__Sphingomonadaceae	g__Erythrobacter	s__Erythrobacter tepidarius	FALSE	FALSE	FALSE	NA
GCF_000422985.1	f__Sphingomonadaceae	g__Erythrobacter	s__Erythrobacter cryptus	FALSE	FALSE	FALSE	NA
GCA_016125555.1	f__Sphingomonadaceae	g__Erythrobacter	s__Erythrobacter sp016125555	FALSE	FALSE	FALSE	NA
GCF_001677335.1	f__Sphingomonadaceae	g__Erythrobacter	s__Erythrobacter dokdonensis	FALSE	FALSE	FALSE	NA
GCA_001724215.1	f__Sphingomonadaceae	g__Erythrobacter	s__Erythrobacter sp001724215	FALSE	FALSE	FALSE	NA
GCF_001663155.1	f__Sphingomonadaceae	g__Erythrobacter	s__Erythrobacter ishigakiensis	FALSE	FALSE	FALSE	NA
GCA_003149575.1	f__Sphingomonadaceae	g__Erythrobacter	s__Erythrobacter sp003149575	FALSE	FALSE	FALSE	NA
GCA_013002295.1	f__Sphingomonadaceae	g__Erythrobacter	s__Erythrobacter sp013002295	FALSE	FALSE	FALSE	NA
GCA_001515985.1	f__Sphingomonadaceae	g__Erythrobacter	s__Erythrobacter sp001515985	FALSE	FALSE	FALSE	NA
GCF_011047315.1	f__Sphingomonadaceae	g__Erythrobacter	s__Erythrobacter sp011047315	FALSE	FALSE	FALSE	NA
GCA_006226465.1	f__Sphingomonadaceae	g__Erythrobacter	s__Erythrobacter sp006226465	FALSE	FALSE	FALSE	NA
GCA_001516125.1	f__Sphingomonadaceae	g__Erythrobacter	s__Erythrobacter sp001516125	FALSE	FALSE	FALSE	NA
GCA_013822125.1	f__Sphingomonadaceae	g__Erythrobacter	s__Erythrobacter sp013822125	FALSE	FALSE	FALSE	NA
GCA_014983025.1	f__Sphingomonadaceae	g__Erythrobacter	s__Erythrobacter sp014983025	FALSE	FALSE	FALSE	NA
GCA_003483125.1	f__Sphingomonadaceae	g__Erythrobacter	s__Erythrobacter sp003483125	FALSE	FALSE	FALSE	NA
GCF_900177715.1	f__Sphingomonadaceae	g__Erythrobacter	s__Erythrobacter xiamenensis	FALSE	FALSE	FALSE	NA
GCF_001281485.1	f__Sphingomonadaceae	g__Erythrobacter	s__Erythrobacter epoxidivorans	FALSE	FALSE	FALSE	NA
GCF_009827535.1	f__Sphingomonadaceae	g__Altererythrobacter_F	s__Altererythrobacter_F oceanensis	FALSE	FALSE	FALSE	NA
GCF_018636735.1	f__Sphingomonadaceae	g__Alteriqipengyuania	s__Alteriqipengyuania sp018636735	FALSE	FALSE	FALSE	NA
GCF_003363135.1	f__Sphingomonadaceae	g__Alteriqipengyuania	s__Alteriqipengyuania lutimaris	FALSE	FALSE	FALSE	NA
GCA_002712945.1	f__Sphingomonadaceae	g__Alteriqipengyuania	s__Alteriqipengyuania sp002712945	FALSE	FALSE	FALSE	NA
GCA_002377695.1	f__Sphingomonadaceae	g__Alteriqipengyuania	s__Alteriqipengyuania sp002377695	FALSE	FALSE	FALSE	NA
GCF_000186705.1	f__Sphingomonadaceae	g__Alteriqipengyuania	s__Alteriqipengyuania sp000186705	FALSE	FALSE	FALSE	NA
GCA_002729695.1	f__Sphingomonadaceae	g__Alteriqipengyuania	s__Alteriqipengyuania sp002729695	FALSE	FALSE	FALSE	NA
GCA_009993635.1	f__Sphingomonadaceae	g__Alteriqipengyuania	s__Alteriqipengyuania sp009993635	FALSE	FALSE	FALSE	NA
GCF_000176355.1	f__Sphingomonadaceae	g__Alteriqipengyuania	s__Alteriqipengyuania bathyomarina	FALSE	FALSE	FALSE	NA
GCF_015999305.1	f__Sphingomonadaceae	g__Alteriqipengyuania	s__Alteriqipengyuania sp015999305	FALSE	FALSE	FALSE	NA
GCF_009827635.1	f__Sphingomonadaceae	g__Parapontixanthobacter	s__Parapontixanthobacter aurantiacus	FALSE	FALSE	FALSE	NA
GCF_013370205.1	f__Sphingomonadaceae	g__Actirhodobacter	s__Actirhodobacter atriluteus	FALSE	FALSE	FALSE	NA
GCF_009827545.1	f__Sphingomonadaceae	g__Pontixanthobacter	s__Pontixanthobacter gangjinensis	FALSE	FALSE	FALSE	NA
GCF_012972675.1	f__Sphingomonadaceae	g__Pontixanthobacter	s__Pontixanthobacter rizhaonensis	FALSE	FALSE	FALSE	NA
GCF_009827395.1	f__Sphingomonadaceae	g__Pontixanthobacter	s__Pontixanthobacter aquaemixtae	FALSE	FALSE	FALSE	NA
GCF_009827455.1	f__Sphingomonadaceae	g__Pontixanthobacter	s__Pontixanthobacter aestiaquae	FALSE	FALSE	FALSE	NA
GCF_017812015.1	f__Sphingomonadaceae	g__Pontixanthobacter	s__Pontixanthobacter sp017812015	FALSE	FALSE	FALSE	NA
GCF_009828095.1	f__Sphingomonadaceae	g__Pontixanthobacter	s__Pontixanthobacter luteolus	FALSE	FALSE	FALSE	NA
GCF_009827615.1	f__Sphingomonadaceae	g__Pseudopontixanthobacter_A	s__Pseudopontixanthobacter_A confluentis	FALSE	FALSE	FALSE	NA
GCF_009828115.1	f__Sphingomonadaceae	g__Pseudopontixanthobacter_A	s__Pseudopontixanthobacter_A sediminis	FALSE	FALSE	FALSE	NA
GCF_003344885.1	f__Sphingomonadaceae	g__ZODW24	s__ZODW24 sp003344885	FALSE	FALSE	FALSE	NA
GCF_012979275.1	f__Sphingomonadaceae	g__Pseudopontixanthobacter	s__Pseudopontixanthobacter vadosimaris	FALSE	FALSE	FALSE	NA
GCF_013336795.1	f__Sphingomonadaceae	g__Pseudopontixanthobacter	s__Pseudopontixanthobacter muriae	FALSE	FALSE	FALSE	NA
GCF_003340475.1	f__Sphingomonadaceae	g__Alteripontixanthobacter	s__Alteripontixanthobacter maritimus	FALSE	FALSE	FALSE	NA
GCA_004331795.1	f__Sphingomonadaceae	g__CFH-75059	s__CFH-75059 sp004331795	FALSE	FALSE	FALSE	NA
GCF_016461955.1	f__Sphingomonadaceae	g__QFOP01	s__QFOP01 sp003248785	FALSE	FALSE	FALSE	NA
GCF_009828025.1	f__Sphingomonadaceae	g__Qipengyuania	s__Qipengyuania algicida	FALSE	FALSE	FALSE	NA
GCA_016793865.1	f__Sphingomonadaceae	g__Qipengyuania	s__Qipengyuania sp016793865	FALSE	FALSE	FALSE	NA
GCF_004358425.1	f__Sphingomonadaceae	g__Qipengyuania	s__Qipengyuania sediminis	FALSE	FALSE	FALSE	NA
GCF_005884405.1	f__Sphingomonadaceae	g__Qipengyuania	s__Qipengyuania marisflavi	FALSE	FALSE	FALSE	NA
GCF_001635685.1	f__Sphingomonadaceae	g__Qipengyuania	s__Qipengyuania sp001635685	FALSE	FALSE	FALSE	NA
GCA_009993605.1	f__Sphingomonadaceae	g__Qipengyuania	s__Qipengyuania sp009993605	FALSE	FALSE	FALSE	NA
GCF_009827295.1	f__Sphingomonadaceae	g__Qipengyuania	s__Qipengyuania pelagi	FALSE	FALSE	FALSE	NA
GCA_018819685.1	f__Sphingomonadaceae	g__Qipengyuania	s__Qipengyuania sp018819685	FALSE	FALSE	FALSE	NA
GCA_018828205.1	f__Sphingomonadaceae	g__Qipengyuania	s__Qipengyuania sp018828205	FALSE	FALSE	FALSE	NA
GCF_001678665.1	f__Sphingomonadaceae	g__Qipengyuania	s__Qipengyuania sp001678665	FALSE	FALSE	FALSE	NA
GCF_009827315.1	f__Sphingomonadaceae	g__Qipengyuania	s__Qipengyuania gaetbuli	FALSE	FALSE	FALSE	NA
