accession	family	genus	species	fasta_obtained	json_obtained	eggnog_obtained	fasta_file_name
GCA_003248865.1	f__Sphingomonadaceae	g__Sandaracinobacter	s__Sandaracinobacter sp003248865	FALSE	FALSE	FALSE	NA
GCF_006385875.1	f__Sphingomonadaceae	g__Sandaracinobacter	s__Sandaracinobacter neustonicus	FALSE	FALSE	FALSE	NA
GCF_001890385.1	f__Sphingomonadaceae	g__Tardibacter	s__Tardibacter chloracetimidivorans	FALSE	FALSE	FALSE	NA
GCF_000512205.2	f__Sphingomonadaceae	g__Sphingomonas_D	s__Sphingomonas_D sanxanigenens	FALSE	FALSE	FALSE	NA
GCA_001724715.1	f__Sphingomonadaceae	g__SCN-67-18	s__SCN-67-18 sp001724715	FALSE	FALSE	FALSE	NA
GCA_003240855.1	f__Sphingomonadaceae	g__Sphingomonas_L	s__Sphingomonas_L sanxanigenens_A	FALSE	FALSE	FALSE	NA
GCF_004796535.1	f__Sphingomonadaceae	g__Sphingomonas_L	s__Sphingomonas_L sp004796535	FALSE	FALSE	FALSE	NA
GCA_002291855.1	f__Sphingomonadaceae	g__Sphingomonas_B	s__Sphingomonas_B sp002291855	FALSE	FALSE	FALSE	NA
GCF_009913435.1	f__Sphingomonadaceae	g__Sphingomonas_B	s__Sphingomonas_B sp009913435	FALSE	FALSE	FALSE	NA
GCF_013044515.1	f__Sphingomonadaceae	g__Sphingomonas_B	s__Sphingomonas_B sp013044515	FALSE	FALSE	FALSE	NA
GCA_018240865.1	f__Sphingomonadaceae	g__Sphingomonas_B	s__Sphingomonas_B sp018240865	FALSE	FALSE	FALSE	NA
GCF_000974765.1	f__Sphingomonadaceae	g__Sphingomonas_B	s__Sphingomonas_B changbaiensis	FALSE	FALSE	FALSE	NA
GCF_009753715.1	f__Sphingomonadaceae	g__Sphingomonas_B	s__Sphingomonas_B horti	FALSE	FALSE	FALSE	NA
GCF_011927695.1	f__Sphingomonadaceae	g__Sphingomonas_K	s__Sphingomonas_K jejuensis	FALSE	FALSE	FALSE	NA
GCF_003515075.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas gilva	FALSE	FALSE	FALSE	NA
3Dt2j	f__Sphingomonadaceae	g__Sphingomonas	s__	TRUE	NA	FALSE	flye_asm_3Dt2j_part2.fasta
1Dt100g	f__Sphingomonadaceae	g__Sphingomonas	s__	TRUE	NA	FALSE	flye_asm_1Dt100g_part2.fasta
GCF_003345355.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp003345355	FALSE	FALSE	FALSE	NA
GCF_001598455.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas pruni	FALSE	FALSE	FALSE	NA
GCF_001598355.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas asaccharolytica	FALSE	FALSE	FALSE	NA
GCF_001598415.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas mali	FALSE	FALSE	FALSE	NA
GCA_017304635.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp017304635	FALSE	FALSE	FALSE	NA
GCA_004799495.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp004799495	FALSE	FALSE	FALSE	NA
GCA_018240825.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp018240825	FALSE	FALSE	FALSE	NA
GCA_017304615.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp017304615	FALSE	FALSE	FALSE	NA
GCF_007859635.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas panacisoli	FALSE	FALSE	FALSE	NA
GCF_903644135.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp903644135	FALSE	FALSE	FALSE	NA
GCF_903643065.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp903643065	FALSE	FALSE	FALSE	NA
GCF_903643035.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp903643035	FALSE	FALSE	FALSE	NA
GCF_902498785.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp902498785	FALSE	FALSE	FALSE	NA
GCF_006438955.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas oligophenolica	FALSE	FALSE	FALSE	NA
GCF_903642285.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp903642285	FALSE	FALSE	FALSE	NA
GCF_001421505.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp001421505	FALSE	FALSE	FALSE	NA
GCF_007995065.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas ginsenosidivorax	FALSE	FALSE	FALSE	NA
GCF_001421415.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp001421415	FALSE	FALSE	FALSE	NA
GCF_001421745.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp001421745	FALSE	FALSE	FALSE	NA
GCF_003053745.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas faeni	FALSE	FALSE	FALSE	NA
GCF_004795835.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp004795835	FALSE	FALSE	FALSE	NA
GCF_003610375.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp003610375	FALSE	FALSE	FALSE	NA
GCF_004340965.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp004340965	FALSE	FALSE	FALSE	NA
GCF_900115295.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp900115295	FALSE	FALSE	FALSE	NA
GCF_004341085.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp004341085	FALSE	FALSE	FALSE	NA
GCF_001422045.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp001422045	FALSE	FALSE	FALSE	NA
GCF_003688625.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp003688625	FALSE	FALSE	FALSE	NA
GCF_001424005.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp001424005	FALSE	FALSE	FALSE	NA
GCF_003688595.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp003688595	FALSE	FALSE	FALSE	NA
GCF_003050745.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp003050745	FALSE	FALSE	FALSE	NA
GCF_004340945.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp004340945	FALSE	FALSE	FALSE	NA
GCA_003240625.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas taxi_A	FALSE	FALSE	FALSE	NA
GCF_014358075.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas albertensis	FALSE	FALSE	FALSE	NA
GCF_001421805.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp001421805	FALSE	FALSE	FALSE	NA
GCF_003050705.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas aurantiaca	FALSE	FALSE	FALSE	NA
GCF_004101245.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp004101245	FALSE	FALSE	FALSE	NA
GCF_013374115.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp013374115	FALSE	FALSE	FALSE	NA
GCF_001421535.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp001421535	FALSE	FALSE	FALSE	NA
GCF_003046295.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas aerolata	FALSE	FALSE	FALSE	NA
GCA_005773165.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp005773165	FALSE	FALSE	FALSE	NA
GCF_014641735.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas metalli	FALSE	FALSE	FALSE	NA
GCF_900115745.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas rubra	FALSE	FALSE	FALSE	NA
GCF_001423765.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp001423765	FALSE	FALSE	FALSE	NA
GCF_018139225.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp018139225	FALSE	FALSE	FALSE	NA
GCF_014841615.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp014841615	FALSE	FALSE	FALSE	NA
GCF_001426195.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp001426195	FALSE	FALSE	FALSE	NA
GCF_016427505.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp016427505	FALSE	FALSE	FALSE	NA
GCF_003951315.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp003951315	FALSE	FALSE	FALSE	NA
GCF_014199625.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas abaci	FALSE	FALSE	FALSE	NA
GCF_014197105.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas jinjuensis	FALSE	FALSE	FALSE	NA
GCF_014199305.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas aerophila	FALSE	FALSE	FALSE	NA
GCF_900110035.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas gellani	FALSE	FALSE	FALSE	NA
GCF_009789535.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas carotinifaciens	FALSE	FALSE	FALSE	NA
GCF_000739895.2	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas paucimobilis	FALSE	FALSE	FALSE	NA
GCF_014196255.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas pseudosanguinis	FALSE	FALSE	FALSE	NA
GCF_014197135.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas zeae	FALSE	FALSE	FALSE	NA
GCF_001476905.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sanguinis_B	FALSE	FALSE	FALSE	NA
GCF_001591005.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sanguinis	FALSE	FALSE	FALSE	NA
GCA_019112965.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas excrementigallinarum	FALSE	FALSE	FALSE	NA
GCF_000787715.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas parapaucimobilis	FALSE	FALSE	FALSE	NA
GCF_001477495.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas yabuuchiae_A	FALSE	FALSE	FALSE	NA
GCF_014199595.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas yabuuchiae	FALSE	FALSE	FALSE	NA
GCF_016107325.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp016107325	FALSE	FALSE	FALSE	NA
GCF_003355005.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp003355005	FALSE	FALSE	FALSE	NA
GCF_016820445.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp016820445	FALSE	FALSE	FALSE	NA
GCA_003075315.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp003075315	FALSE	FALSE	FALSE	NA
GCF_014196115.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas aquatilis	FALSE	FALSE	FALSE	NA
GCF_000632225.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp000632225	FALSE	FALSE	FALSE	NA
GCF_000764535.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas taxi	FALSE	FALSE	FALSE	NA
GCF_013409985.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas melonis_A	FALSE	FALSE	FALSE	NA
GCA_002292295.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp002292295	FALSE	FALSE	FALSE	NA
GCF_010450875.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas insulae	FALSE	FALSE	FALSE	NA
GCF_002288825.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas lenta	FALSE	FALSE	FALSE	NA
GCF_002374835.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas ginsenosidimutans	FALSE	FALSE	FALSE	NA
GCF_002374855.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas adhaesiva	FALSE	FALSE	FALSE	NA
GCF_004345855.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp004345855	FALSE	FALSE	FALSE	NA
GCF_014193845.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp014193845	FALSE	FALSE	FALSE	NA
GCF_014194975.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp014194975	FALSE	FALSE	FALSE	NA
GCA_003243195.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas taxi_B	FALSE	FALSE	FALSE	NA
GCF_000419605.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas phyllosphaerae_B	FALSE	FALSE	FALSE	NA
GCF_001421995.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp001421995	FALSE	FALSE	FALSE	NA
GCF_001476895.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas endophytica_A	FALSE	FALSE	FALSE	NA
GCF_902506455.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp902506455	FALSE	FALSE	FALSE	NA
GCF_000427645.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas phyllosphaerae	FALSE	FALSE	FALSE	NA
GCF_014199415.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas endophytica	FALSE	FALSE	FALSE	NA
GCF_001425405.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp001425405	FALSE	FALSE	FALSE	NA
GCF_012035195.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp012035195	FALSE	FALSE	FALSE	NA
GCF_013328205.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas hominis	FALSE	FALSE	FALSE	NA
GCF_000382485.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp000382485	FALSE	FALSE	FALSE	NA
GCF_900109565.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas palmae	FALSE	FALSE	FALSE	NA
GCF_005502745.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp005502745	FALSE	FALSE	FALSE	NA
GCA_017304125.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp017304125	FALSE	FALSE	FALSE	NA
GCF_014204695.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp001897045	FALSE	FALSE	FALSE	NA
GCA_001897375.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp001897375	FALSE	FALSE	FALSE	NA
GCF_013344685.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp013344685	FALSE	FALSE	FALSE	NA
GCF_002117915.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp002117915	FALSE	FALSE	FALSE	NA
GCF_014217605.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp014217605	FALSE	FALSE	FALSE	NA
GCF_001981525.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas jeddahensis	FALSE	FALSE	FALSE	NA
GCF_000980895.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas olei	FALSE	FALSE	FALSE	NA
GCF_900109205.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp900109205	FALSE	FALSE	FALSE	NA
GCF_002197665.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas mucosissima	FALSE	FALSE	FALSE	NA
GCF_002197685.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas dokdonensis	FALSE	FALSE	FALSE	NA
GCA_903884945.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp903884945	FALSE	FALSE	FALSE	NA
GCF_001423845.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp001423845	FALSE	FALSE	FALSE	NA
GCF_016743815.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp016743815	FALSE	FALSE	FALSE	NA
GCF_014171475.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas alpina_A	FALSE	FALSE	FALSE	NA
GCF_000803065.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp000803065	FALSE	FALSE	FALSE	NA
GCF_014490665.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas alpina	FALSE	FALSE	FALSE	NA
GCF_000251145.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp000251145	FALSE	FALSE	FALSE	NA
GCF_000241465.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas echinoides	FALSE	FALSE	FALSE	NA
GCF_000797515.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp000797515	FALSE	FALSE	FALSE	NA
GCF_013374095.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp013374095	FALSE	FALSE	FALSE	NA
GCF_014636175.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas psychrolutea	FALSE	FALSE	FALSE	NA
GCF_000241485.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp000241485	FALSE	FALSE	FALSE	NA
GCF_006439055.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas glacialis_A	FALSE	FALSE	FALSE	NA
GCF_014653575.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas glacialis	FALSE	FALSE	FALSE	NA
GCF_900103265.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp900103265	FALSE	FALSE	FALSE	NA
GCF_001717955.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas panacis	FALSE	FALSE	FALSE	NA
GCF_004208535.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas populi	FALSE	FALSE	FALSE	NA
GCA_002281485.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp002281485	FALSE	FALSE	FALSE	NA
GCA_002083655.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp002083655	FALSE	FALSE	FALSE	NA
GCA_002280555.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp002280555	FALSE	FALSE	FALSE	NA
GCA_001464615.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp001464615	FALSE	FALSE	FALSE	NA
GCA_002281535.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp002281535	FALSE	FALSE	FALSE	NA
GCA_002083435.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp002083435	FALSE	FALSE	FALSE	NA
GCA_002083475.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp002083475	FALSE	FALSE	FALSE	NA
GCA_002403415.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp002403415	FALSE	FALSE	FALSE	NA
GCA_013822915.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp013822915	FALSE	FALSE	FALSE	NA
GCA_002863155.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp002863155	FALSE	FALSE	FALSE	NA
GCF_001556185.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp001556185	FALSE	FALSE	FALSE	NA
GCA_006438735.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas koreensis_A	FALSE	FALSE	FALSE	NA
GCF_003550065.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas caeni	FALSE	FALSE	FALSE	NA
GCF_001555965.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp001555965	FALSE	FALSE	FALSE	NA
GCF_000786205.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp000786205	FALSE	FALSE	FALSE	NA
GCF_006346325.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas japonica	FALSE	FALSE	FALSE	NA
GCF_005144715.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp005144715	FALSE	FALSE	FALSE	NA
GCF_002351485.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas spermidinifaciens	FALSE	FALSE	FALSE	NA
GCF_014199325.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas yantingensis	FALSE	FALSE	FALSE	NA
GCF_004135605.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas desiccabilis	FALSE	FALSE	FALSE	NA
GCF_004341505.2	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp004341505	FALSE	FALSE	FALSE	NA
GCF_014842075.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp014842075	FALSE	FALSE	FALSE	NA
GCF_001425385.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp001425385	FALSE	FALSE	FALSE	NA
GCF_001421715.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp001421715	FALSE	FALSE	FALSE	NA
GCF_001421965.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp001421965	FALSE	FALSE	FALSE	NA
GCF_001421245.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp001421245	FALSE	FALSE	FALSE	NA
3Dt2c	f__Sphingomonadaceae	g__Sphingomonas	s__	TRUE	NA	FALSE	flye_asm_3Dt2c_part2.fasta
GCA_003240755.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas hengshuiensis_A	FALSE	FALSE	FALSE	NA
GCF_003946805.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp003946805	FALSE	FALSE	FALSE	NA
GCF_001619955.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas hankookensis	FALSE	FALSE	FALSE	NA
GCF_001421765.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp001421765	FALSE	FALSE	FALSE	NA
GCF_001421355.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp001421355	FALSE	FALSE	FALSE	NA
3Dt1c	f__Sphingomonadaceae	g__Sphingomonas	s__	TRUE	NA	FALSE	flye_asm_3Dt1c_part2.fasta
GCF_902506605.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp902506605	FALSE	FALSE	FALSE	NA
GCA_902826325.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp902826325	FALSE	FALSE	FALSE	NA
GCF_007833215.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp007833215	FALSE	FALSE	FALSE	NA
GCA_002280565.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp002280565	FALSE	FALSE	FALSE	NA
GCF_001557215.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp001557215	FALSE	FALSE	FALSE	NA
GCF_002797435.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas koreensis	FALSE	FALSE	FALSE	NA
GCF_001721295.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas turrisvirgatae	FALSE	FALSE	FALSE	NA
GCA_017745215.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp017745215	FALSE	FALSE	FALSE	NA
GCF_000226955.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas elodea_A	FALSE	FALSE	FALSE	NA
GCF_011927635.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas trueperi	FALSE	FALSE	FALSE	NA
GCF_012650175.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp012650175	FALSE	FALSE	FALSE	NA
GCF_006716975.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas trueperi_A	FALSE	FALSE	FALSE	NA
GCF_001598435.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas pituitosa	FALSE	FALSE	FALSE	NA
GCF_900114095.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp900114095	FALSE	FALSE	FALSE	NA
GCF_001650735.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp001650735	FALSE	FALSE	FALSE	NA
GCF_002091475.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas azotifigens	FALSE	FALSE	FALSE	NA
GCF_000282895.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp000282895	FALSE	FALSE	FALSE	NA
GCF_003096275.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas pokkalii	FALSE	FALSE	FALSE	NA
GCF_005503355.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp005503355	FALSE	FALSE	FALSE	NA
GCF_011761945.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas leidyi	FALSE	FALSE	FALSE	NA
GCF_002127225.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp002127225	FALSE	FALSE	FALSE	NA
GCA_017418975.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp017418975	FALSE	FALSE	FALSE	NA
GCF_014196745.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas kyeonggiensis	FALSE	FALSE	FALSE	NA
GCF_014204495.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas kyeonggiensis_A	FALSE	FALSE	FALSE	NA
GCF_003096895.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp003096895	FALSE	FALSE	FALSE	NA
GCF_013416555.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp013416555	FALSE	FALSE	FALSE	NA
GCF_000935025.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas hengshuiensis	FALSE	FALSE	FALSE	NA
GCF_014489075.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp014489075	FALSE	FALSE	FALSE	NA
GCF_018449795.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp018449795	FALSE	FALSE	FALSE	NA
GCF_004792695.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas naasensis	FALSE	FALSE	FALSE	NA
GCF_000712135.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp000712135	FALSE	FALSE	FALSE	NA
GCF_001428865.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp001428865	FALSE	FALSE	FALSE	NA
GCF_002002925.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp002002925	FALSE	FALSE	FALSE	NA
GCF_002796605.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp002796605	FALSE	FALSE	FALSE	NA
GCF_004792685.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas gei	FALSE	FALSE	FALSE	NA
GCF_014199255.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas xinjiangensis	FALSE	FALSE	FALSE	NA
GCA_017744835.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp017744835	FALSE	FALSE	FALSE	NA
GCF_012927115.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp012927115	FALSE	FALSE	FALSE	NA
GCA_004173185.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp004173185	FALSE	FALSE	FALSE	NA
GCF_001591025.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas soli	FALSE	FALSE	FALSE	NA
GCF_014334115.1	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp014334115	FALSE	FALSE	FALSE	NA
